Customer_ID,First_Purchase_Date,Last_Purchase_Date,Tenure_Months,Total_Orders,Avg_Order_Value,Total_Spend,Reward_Points,Purchase_Frequency,Avg_Discount_Used,Churn_Probability,Category_Loyalty,Preferred_Channel,City,State,Latitude,Longitude
C442,2021-09-18 02:56:56.788485,2022-02-03 02:56:56.788485,5,90,1985.73,178715.7,8935,18.0,0.17,0.61,Food,Retail,Bengaluru,Karnataka,12.9716,77.5946
C443,2021-04-23 02:56:56.788485,2021-11-22 02:56:56.788485,7,69,1332.46,91939.74,4596,9.86,0.22,0.11,Furniture,Retail,Hyderabad,Telangana,17.385,78.4867
C444,2023-01-16 02:56:56.788485,2023-08-31 02:56:56.788485,8,60,866.53,51991.8,2599,7.5,0.11,0.46,Food,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C445,2023-01-14 02:56:56.788485,2023-05-10 02:56:56.788485,4,55,607.07,33388.85,1669,13.75,0.08,0.24,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C446,2023-02-13 02:56:56.788485,2023-10-01 02:56:56.788485,8,16,1771.09,28337.44,1416,2.0,0.01,0.83,Electronics,Online,Pune,Maharashtra,18.5204,73.8567
C447,2022-01-13 02:56:56.788485,2022-12-30 02:56:56.788485,12,99,1666.22,164955.78,8247,8.25,0.15,0.78,Food,Retail,Kolkata,West Bengal,22.5726,88.3639
C448,2023-12-13 02:56:56.788485,2024-10-12 02:56:56.788485,10,90,621.06,55895.4,2794,9.0,0.11,0.82,Clothing,Online,Jaipur,Rajasthan,26.9124,75.7873
C449,2024-03-03 02:56:56.788485,2024-10-29 02:56:56.788485,8,82,561.14,46013.48,2300,10.25,0.1,0.72,Electronics,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C450,2023-10-04 02:56:56.788485,2024-02-28 02:56:56.788485,5,29,1487.25,43130.25,2156,5.8,0.05,0.83,Electronics,Online,Mumbai,Maharashtra,19.076,72.8777
C451,2021-05-22 02:56:56.788485,2021-12-28 02:56:56.788485,7,23,766.91,17638.93,881,3.29,0.11,0.21,Furniture,Retail,Delhi,Delhi,28.6139,77.209
C452,2022-08-29 02:56:56.788485,2022-11-08 02:56:56.788485,2,14,751.52,10521.28,526,7.0,0.25,0.45,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C453,2021-04-26 02:56:56.788485,2021-07-06 02:56:56.788485,2,79,474.12,37455.48,1872,39.5,0.08,0.69,Food,Online,Hyderabad,Telangana,17.385,78.4867
C454,2023-08-19 02:56:56.788485,2024-07-28 02:56:56.788485,11,49,675.16,33082.84,1654,4.45,0.15,0.63,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C455,2020-09-07 02:56:56.788485,2021-07-09 02:56:56.788485,10,33,969.51,31993.83,1599,3.3,0.2,0.71,Electronics,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C456,2021-06-02 02:56:56.788485,2022-05-26 02:56:56.788485,12,25,1519.11,37977.75,1898,2.08,0.19,0.23,Clothing,Online,Pune,Maharashtra,18.5204,73.8567
C457,2022-02-02 02:56:56.788485,2022-03-20 02:56:56.788485,2,21,805.35,16912.35,845,10.5,0.09,0.11,Food,Online,Kolkata,West Bengal,22.5726,88.3639
C458,2020-12-15 02:56:56.788485,2021-10-23 02:56:56.788485,10,17,791.49,13455.33,672,1.7,0.16,0.91,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
C459,2022-01-28 02:56:56.788485,2022-11-11 02:56:56.788485,10,23,712.84,16395.32,819,2.3,0.22,0.56,Furniture,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C460,2021-07-12 02:56:56.788485,2021-10-12 02:56:56.788485,3,57,1060.91,60471.87,3023,19.0,0.01,0.16,Clothing,Retail,Mumbai,Maharashtra,19.076,72.8777
C461,2021-04-12 02:56:56.788485,2021-07-12 02:56:56.788485,3,81,525.15,42537.15,2126,27.0,0.11,0.79,Electronics,Retail,Delhi,Delhi,28.6139,77.209
C462,2021-03-20 02:56:56.788485,2021-07-27 02:56:56.788485,4,58,1074.14,62300.12,3115,14.5,0.06,0.91,Clothing,Retail,Bengaluru,Karnataka,12.9716,77.5946
C463,2024-04-28 02:56:56.788485,2024-06-15 02:56:56.788485,2,14,1467.52,20545.28,1027,7.0,0.1,0.18,Furniture,Online,Hyderabad,Telangana,17.385,78.4867
C464,2021-12-11 02:56:56.788485,2022-01-26 02:56:56.788485,2,93,253.62,23586.66,1179,46.5,0.11,0.81,Furniture,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C465,2022-08-27 02:56:56.788485,2023-08-16 02:56:56.788485,12,20,217.6,4352.0,217,1.67,0.19,0.92,Clothing,Online,Ahmedabad,Gujarat,23.0225,72.5714
C466,2024-06-24 02:56:56.788485,2025-03-26 02:56:56.788485,9,30,335.22,10056.6,502,3.33,0.03,0.93,Furniture,Retail,Pune,Maharashtra,18.5204,73.8567
C467,2022-12-27 02:56:56.788485,2023-10-03 02:56:56.788485,9,19,1164.19,22119.61,1105,2.11,0.13,0.91,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C468,2021-03-25 02:56:56.788485,2021-07-13 02:56:56.788485,4,53,1738.02,92115.06,4605,13.25,0.15,0.55,Furniture,Online,Jaipur,Rajasthan,26.9124,75.7873
C469,2021-02-15 02:56:56.788485,2021-04-24 02:56:56.788485,2,56,208.79,11692.24,584,28.0,0.13,0.36,Clothing,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C470,2022-04-10 02:56:56.788485,2022-06-14 02:56:56.788485,2,77,1885.99,145221.23,7261,38.5,0.19,0.02,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C471,2020-11-01 02:56:56.788485,2021-06-15 02:56:56.788485,8,82,391.3,32086.6,1604,10.25,0.1,0.07,Electronics,Online,Delhi,Delhi,28.6139,77.209
C472,2024-01-18 02:56:56.788485,2024-07-23 02:56:56.788485,6,23,1715.57,39458.11,1972,3.83,0.24,0.43,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C473,2021-06-05 02:56:56.788485,2022-01-24 02:56:56.788485,8,62,1069.14,66286.68,3314,7.75,0.13,0.4,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C474,2021-07-28 02:56:56.788485,2022-03-10 02:56:56.788485,8,33,1386.84,45765.72,2288,4.12,0.15,0.19,Electronics,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C475,2020-11-02 02:56:56.788485,2021-07-05 02:56:56.788485,8,18,1119.23,20146.14,1007,2.25,0.21,0.4,Food,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C476,2022-01-22 02:56:56.788485,2022-12-02 02:56:56.788485,10,73,1058.69,77284.37,3864,7.3,0.08,0.18,Clothing,Retail,Pune,Maharashtra,18.5204,73.8567
C477,2022-09-15 02:56:56.788485,2023-04-28 02:56:56.788485,8,33,1702.82,56193.06,2809,4.12,0.03,0.84,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C478,2024-01-06 02:56:56.788485,2024-12-07 02:56:56.788485,11,32,1560.6,49939.2,2496,2.91,0.18,0.3,Electronics,Retail,Jaipur,Rajasthan,26.9124,75.7873
C479,2021-03-09 02:56:56.788485,2021-09-06 02:56:56.788485,6,61,1070.12,65277.32,3263,10.17,0.13,0.6,Food,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C480,2020-11-17 02:56:56.788485,2020-12-30 02:56:56.788485,1,54,400.94,21650.76,1082,54.0,0.23,0.5,Clothing,Retail,Mumbai,Maharashtra,19.076,72.8777
C481,2022-08-07 02:56:56.788485,2023-07-27 02:56:56.788485,12,17,407.73,6931.41,346,1.42,0.25,0.06,Food,Retail,Delhi,Delhi,28.6139,77.209
C482,2021-08-21 02:56:56.788485,2022-02-12 02:56:56.788485,6,19,1642.77,31212.63,1560,3.17,0.11,0.93,Furniture,Retail,Bengaluru,Karnataka,12.9716,77.5946
C483,2023-07-02 02:56:56.788485,2023-09-26 02:56:56.788485,3,91,1152.9,104913.9,5245,30.33,0.11,0.53,Electronics,Retail,Hyderabad,Telangana,17.385,78.4867
C484,2023-06-24 02:56:56.788485,2024-02-19 02:56:56.788485,8,70,1066.86,74680.2,3734,8.75,0.11,0.33,Clothing,Online,Chennai,Tamil Nadu,13.0827,80.2707
C485,2023-11-21 02:56:56.788485,2024-09-13 02:56:56.788485,10,99,1425.02,141076.98,7053,9.9,0.09,0.16,Food,Online,Ahmedabad,Gujarat,23.0225,72.5714
C486,2022-11-07 02:56:56.788485,2023-07-04 02:56:56.788485,8,34,1745.91,59360.94,2968,4.25,0.2,0.34,Clothing,Online,Pune,Maharashtra,18.5204,73.8567
C487,2023-10-06 02:56:56.788485,2023-11-21 02:56:56.788485,2,84,1331.97,111885.48,5594,42.0,0.19,0.03,Food,Online,Kolkata,West Bengal,22.5726,88.3639
C488,2024-07-14 02:56:56.788485,2025-05-25 02:56:56.788485,10,25,1573.13,39328.25,1966,2.5,0.12,0.37,Food,Online,Jaipur,Rajasthan,26.9124,75.7873
C489,2023-04-08 02:56:56.788485,2023-11-26 02:56:56.788485,8,68,1577.49,107269.32,5363,8.5,0.02,0.53,Furniture,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C490,2021-02-07 02:56:56.788485,2021-06-15 02:56:56.788485,4,74,841.27,62253.98,3112,18.5,0.08,0.86,Furniture,Online,Mumbai,Maharashtra,19.076,72.8777
C491,2021-11-21 02:56:56.788485,2022-09-25 02:56:56.788485,10,74,693.35,51307.9,2565,7.4,0.08,0.68,Food,Online,Delhi,Delhi,28.6139,77.209
C492,2024-01-25 02:56:56.788485,2024-09-19 02:56:56.788485,8,88,1642.1,144504.8,7225,11.0,0.2,0.12,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C493,2021-06-30 02:56:56.788485,2021-12-05 02:56:56.788485,5,85,878.92,74708.2,3735,17.0,0.03,0.15,Clothing,Retail,Hyderabad,Telangana,17.385,78.4867
C494,2021-05-25 02:56:56.788485,2022-05-24 02:56:56.788485,12,11,1826.0,20086.0,1004,0.92,0.2,0.43,Clothing,Online,Chennai,Tamil Nadu,13.0827,80.2707
C495,2022-03-25 02:56:56.788485,2023-02-05 02:56:56.788485,11,91,325.44,29615.04,1480,8.27,0.17,0.2,Furniture,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C496,2020-12-01 02:56:56.788485,2021-09-08 02:56:56.788485,9,16,304.79,4876.64,243,1.78,0.19,0.04,Electronics,Retail,Pune,Maharashtra,18.5204,73.8567
C497,2022-08-25 02:56:56.788485,2023-06-15 02:56:56.788485,10,90,1868.61,168174.9,8408,9.0,0.11,0.8,Food,Online,Kolkata,West Bengal,22.5726,88.3639
C498,2022-12-18 02:56:56.788485,2023-10-14 02:56:56.788485,10,61,1367.22,83400.42,4170,6.1,0.17,0.03,Furniture,Retail,Jaipur,Rajasthan,26.9124,75.7873
C499,2024-02-01 02:56:56.788485,2024-09-05 02:56:56.788485,7,94,883.28,83028.32,4151,13.43,0.16,0.82,Food,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C500,2023-06-28 02:56:56.788485,2024-02-26 02:56:56.788485,8,80,1559.11,124728.8,6236,10.0,0.19,0.15,Food,Online,Mumbai,Maharashtra,19.076,72.8777
C501,2023-12-19 02:56:56.788485,2024-10-26 02:56:56.788485,10,7,1410.19,9871.33,493,0.7,0.12,0.97,Furniture,Retail,Delhi,Delhi,28.6139,77.209
C502,2020-07-20 02:56:56.788485,2021-03-17 02:56:56.788485,8,16,1156.16,18498.56,924,2.0,0.12,0.6,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C503,2020-09-01 02:56:56.788485,2020-12-15 02:56:56.788485,4,99,377.97,37419.03,1870,24.75,0.16,0.73,Clothing,Online,Hyderabad,Telangana,17.385,78.4867
C504,2023-12-04 02:56:56.788485,2024-05-29 02:56:56.788485,6,16,1661.92,26590.72,1329,2.67,0.04,0.12,Furniture,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C505,2024-07-12 02:56:56.788485,2025-06-27 02:56:56.788485,12,40,1758.84,70353.6,3517,3.33,0.11,0.85,Electronics,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C506,2023-07-09 02:56:56.788485,2024-03-07 02:56:56.788485,8,12,509.9,6118.8,305,1.5,0.24,0.83,Food,Retail,Pune,Maharashtra,18.5204,73.8567
C507,2022-11-12 02:56:56.788485,2023-03-30 02:56:56.788485,5,35,1730.92,60582.2,3029,7.0,0.02,0.65,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C508,2024-03-21 02:56:56.788485,2024-08-26 02:56:56.788485,5,21,1780.13,37382.73,1869,4.2,0.09,0.5,Clothing,Online,Jaipur,Rajasthan,26.9124,75.7873
C509,2020-12-29 02:56:56.788485,2021-02-06 02:56:56.788485,1,50,1188.97,59448.5,2972,50.0,0.09,0.72,Clothing,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C510,2023-04-25 02:56:56.788485,2023-07-10 02:56:56.788485,3,43,1381.12,59388.16,2969,14.33,0.16,0.02,Food,Retail,Mumbai,Maharashtra,19.076,72.8777
C511,2020-09-22 02:56:56.788485,2021-09-01 02:56:56.788485,11,17,888.03,15096.51,754,1.55,0.04,0.59,Furniture,Online,Delhi,Delhi,28.6139,77.209
C512,2021-01-15 02:56:56.788485,2021-05-20 02:56:56.788485,4,32,707.22,22631.04,1131,8.0,0.16,0.84,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C513,2020-11-12 02:56:56.788485,2021-03-24 02:56:56.788485,4,41,1499.57,61482.37,3074,10.25,0.03,0.36,Furniture,Online,Hyderabad,Telangana,17.385,78.4867
C514,2023-05-27 02:56:56.788485,2023-11-18 02:56:56.788485,6,6,1751.38,10508.28,525,1.0,0.03,0.12,Clothing,Online,Chennai,Tamil Nadu,13.0827,80.2707
C515,2021-06-22 02:56:56.788485,2021-08-17 02:56:56.788485,2,88,1377.34,121205.92,6060,44.0,0.18,0.42,Food,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C516,2022-02-04 02:56:56.788485,2022-10-11 02:56:56.788485,8,27,1120.86,30263.22,1513,3.38,0.09,0.72,Food,Retail,Pune,Maharashtra,18.5204,73.8567
C517,2021-09-01 02:56:56.788485,2021-10-18 02:56:56.788485,2,20,486.06,9721.2,486,10.0,0.24,0.12,Furniture,Online,Kolkata,West Bengal,22.5726,88.3639
C518,2022-09-21 02:56:56.788485,2023-04-05 02:56:56.788485,7,25,296.23,7405.75,370,3.57,0.02,0.21,Electronics,Online,Jaipur,Rajasthan,26.9124,75.7873
C519,2021-08-06 02:56:56.788485,2021-11-25 02:56:56.788485,4,66,1002.25,66148.5,3307,16.5,0.12,0.15,Electronics,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C520,2022-07-28 02:56:56.788485,2022-11-06 02:56:56.788485,3,9,288.83,2599.47,129,3.0,0.04,0.79,Food,Online,Mumbai,Maharashtra,19.076,72.8777
C521,2020-10-25 02:56:56.788485,2021-09-29 02:56:56.788485,11,92,1224.8,112681.6,5634,8.36,0.09,0.07,Clothing,Retail,Delhi,Delhi,28.6139,77.209
C522,2021-07-08 02:56:56.788485,2022-04-17 02:56:56.788485,9,53,888.91,47112.23,2355,5.89,0.25,0.68,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C523,2021-08-29 02:56:56.788485,2022-03-08 02:56:56.788485,6,61,1562.94,95339.34,4766,10.17,0.22,0.37,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C524,2023-10-18 02:56:56.788485,2024-10-08 02:56:56.788485,12,38,750.17,28506.46,1425,3.17,0.02,0.75,Clothing,Online,Chennai,Tamil Nadu,13.0827,80.2707
C525,2022-12-31 02:56:56.788485,2023-03-08 02:56:56.788485,2,3,1267.37,3802.11,190,1.5,0.15,0.96,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C526,2022-05-03 02:56:56.788485,2022-12-19 02:56:56.788485,8,84,1167.83,98097.72,4904,10.5,0.17,0.12,Electronics,Retail,Pune,Maharashtra,18.5204,73.8567
C527,2023-11-11 02:56:56.788485,2024-06-27 02:56:56.788485,8,70,208.48,14593.6,729,8.75,0.06,0.32,Food,Retail,Kolkata,West Bengal,22.5726,88.3639
C528,2023-06-24 02:56:56.788485,2024-04-03 02:56:56.788485,9,97,330.3,32039.1,1601,10.78,0.04,0.8,Clothing,Retail,Jaipur,Rajasthan,26.9124,75.7873
C529,2022-08-13 02:56:56.788485,2023-03-09 02:56:56.788485,7,55,722.66,39746.3,1987,7.86,0.23,0.27,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C530,2023-01-03 02:56:56.788485,2023-03-08 02:56:56.788485,2,1,1788.02,1788.02,89,0.5,0.24,0.22,Furniture,Retail,Mumbai,Maharashtra,19.076,72.8777
C531,2021-11-15 02:56:56.788485,2022-03-06 02:56:56.788485,4,70,464.63,32524.1,1626,17.5,0.25,0.82,Furniture,Online,Delhi,Delhi,28.6139,77.209
C532,2020-09-29 02:56:56.788485,2021-06-05 02:56:56.788485,8,45,1479.61,66582.45,3329,5.62,0.2,0.98,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C533,2021-11-04 02:56:56.788485,2022-05-10 02:56:56.788485,6,98,1952.06,191301.88,9565,16.33,0.17,0.56,Furniture,Retail,Hyderabad,Telangana,17.385,78.4867
C534,2023-07-29 02:56:56.788485,2023-08-31 02:56:56.788485,1,47,1623.02,76281.94,3814,47.0,0.09,0.28,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C535,2021-01-12 02:56:56.788485,2021-07-27 02:56:56.788485,7,79,637.3,50346.7,2517,11.29,0.05,0.4,Electronics,Online,Ahmedabad,Gujarat,23.0225,72.5714
C536,2021-02-15 02:56:56.788485,2021-10-06 02:56:56.788485,8,26,1835.06,47711.56,2385,3.25,0.03,0.18,Electronics,Retail,Pune,Maharashtra,18.5204,73.8567
C537,2022-06-23 02:56:56.788485,2023-02-01 02:56:56.788485,7,14,367.59,5146.26,257,2.0,0.18,0.76,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C538,2022-05-26 02:56:56.788485,2023-02-14 02:56:56.788485,9,54,1042.66,56303.64,2815,6.0,0.2,0.77,Clothing,Online,Jaipur,Rajasthan,26.9124,75.7873
C539,2021-09-24 02:56:56.788485,2022-05-17 02:56:56.788485,8,71,1797.58,127628.18,6381,8.88,0.21,0.87,Food,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C540,2023-01-16 02:56:56.788485,2023-07-14 02:56:56.788485,6,46,1354.28,62296.88,3114,7.67,0.23,0.04,Food,Online,Mumbai,Maharashtra,19.076,72.8777
C541,2024-04-27 02:56:56.788485,2024-11-01 02:56:56.788485,6,31,944.56,29281.36,1464,5.17,0.22,0.56,Food,Online,Delhi,Delhi,28.6139,77.209
C542,2021-02-01 02:56:56.788485,2021-12-06 02:56:56.788485,10,88,727.06,63981.28,3199,8.8,0.25,0.22,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C543,2023-08-16 02:56:56.788485,2024-07-14 02:56:56.788485,11,59,875.18,51635.62,2581,5.36,0.07,0.34,Food,Retail,Hyderabad,Telangana,17.385,78.4867
C544,2022-02-07 02:56:56.788485,2022-08-21 02:56:56.788485,6,95,1116.1,106029.5,5301,15.83,0.19,0.78,Clothing,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C545,2020-10-11 02:56:56.788485,2021-09-16 02:56:56.788485,11,29,774.28,22454.12,1122,2.64,0.15,0.2,Clothing,Online,Ahmedabad,Gujarat,23.0225,72.5714
C546,2021-06-19 02:56:56.788485,2021-09-24 02:56:56.788485,3,96,1944.14,186637.44,9331,32.0,0.07,0.64,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C547,2021-07-05 02:56:56.788485,2021-10-30 02:56:56.788485,4,17,1879.54,31952.18,1597,4.25,0.25,0.65,Food,Online,Kolkata,West Bengal,22.5726,88.3639
C548,2023-03-01 02:56:56.788485,2023-11-02 02:56:56.788485,8,14,1767.21,24740.94,1237,1.75,0.23,0.95,Electronics,Online,Jaipur,Rajasthan,26.9124,75.7873
C549,2022-06-11 02:56:56.788485,2022-07-11 02:56:56.788485,1,36,959.29,34534.44,1726,36.0,0.04,0.77,Furniture,Retail,Lucknow,Uttar Pradesh,26.8467,80.9462
C550,2022-01-06 02:56:56.788485,2022-06-19 02:56:56.788485,5,58,1444.34,83771.72,4188,11.6,0.02,0.8,Clothing,Online,Mumbai,Maharashtra,19.076,72.8777
C551,2023-01-12 02:56:56.788485,2023-08-14 02:56:56.788485,7,24,1825.09,43802.16,2190,3.43,0.18,0.53,Food,Retail,Delhi,Delhi,28.6139,77.209
C552,2024-07-01 02:56:56.788485,2024-12-17 02:56:56.788485,6,63,1730.77,109038.51,5451,10.5,0.15,0.19,Clothing,Online,Bengaluru,Karnataka,12.9716,77.5946
C553,2023-06-19 02:56:56.788485,2023-11-01 02:56:56.788485,4,91,945.79,86066.89,4303,22.75,0.23,0.43,Furniture,Retail,Hyderabad,Telangana,17.385,78.4867
C554,2020-10-13 02:56:56.788485,2021-03-24 02:56:56.788485,5,25,402.29,10057.25,502,5.0,0.07,0.55,Clothing,Retail,Chennai,Tamil Nadu,13.0827,80.2707
C555,2023-09-09 02:56:56.788485,2024-01-24 02:56:56.788485,5,59,336.13,19831.67,991,11.8,0.03,0.67,Food,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C556,2023-06-25 02:56:56.788485,2024-01-18 02:56:56.788485,7,32,1238.72,39639.04,1981,4.57,0.07,0.61,Food,Retail,Pune,Maharashtra,18.5204,73.8567
C557,2021-02-28 02:56:56.788485,2022-01-21 02:56:56.788485,11,82,1356.73,111251.86,5562,7.45,0.01,0.4,Furniture,Retail,Kolkata,West Bengal,22.5726,88.3639
C558,2020-10-03 02:56:56.788485,2021-03-27 02:56:56.788485,6,18,1729.72,31134.96,1556,3.0,0.02,0.27,Food,Online,Jaipur,Rajasthan,26.9124,75.7873
C559,2021-11-14 02:56:56.788485,2022-02-25 02:56:56.788485,3,37,726.53,26881.61,1344,12.33,0.23,0.17,Clothing,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C560,2021-06-23 02:56:56.788485,2021-11-07 02:56:56.788485,5,26,501.45,13037.7,651,5.2,0.09,0.69,Clothing,Retail,Mumbai,Maharashtra,19.076,72.8777
C561,2021-06-24 02:56:56.788485,2021-11-22 02:56:56.788485,5,9,882.21,7939.89,396,1.8,0.11,0.64,Electronics,Online,Delhi,Delhi,28.6139,77.209
C562,2023-08-10 02:56:56.788485,2023-09-25 02:56:56.788485,2,99,836.44,82807.56,4140,49.5,0.01,0.68,Electronics,Online,Bengaluru,Karnataka,12.9716,77.5946
C563,2022-11-26 02:56:56.788485,2023-07-09 02:56:56.788485,8,64,438.44,28060.16,1403,8.0,0.07,0.38,Electronics,Online,Hyderabad,Telangana,17.385,78.4867
C564,2022-06-19 02:56:56.788485,2023-06-10 02:56:56.788485,12,72,1410.11,101527.92,5076,6.0,0.2,0.27,Clothing,Online,Chennai,Tamil Nadu,13.0827,80.2707
C565,2021-09-03 02:56:56.788485,2022-08-16 02:56:56.788485,12,20,1115.65,22313.0,1115,1.67,0.16,0.75,Clothing,Online,Ahmedabad,Gujarat,23.0225,72.5714
C566,2023-09-28 02:56:56.788485,2024-08-19 02:56:56.788485,11,54,1498.02,80893.08,4044,4.91,0.19,0.77,Furniture,Online,Pune,Maharashtra,18.5204,73.8567
C567,2023-09-13 02:56:56.788485,2024-06-20 02:56:56.788485,9,86,834.84,71796.24,3589,9.56,0.12,0.46,Electronics,Online,Kolkata,West Bengal,22.5726,88.3639
C568,2022-10-20 02:56:56.788485,2023-03-17 02:56:56.788485,5,83,786.26,65259.58,3262,16.6,0.08,0.61,Clothing,Retail,Jaipur,Rajasthan,26.9124,75.7873
C569,2021-05-20 02:56:56.788485,2021-11-27 02:56:56.788485,6,30,1050.64,31519.2,1575,5.0,0.13,0.38,Furniture,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C570,2022-10-29 02:56:56.788485,2023-06-13 02:56:56.788485,8,53,1779.33,94304.49,4715,6.62,0.09,0.7,Clothing,Online,Mumbai,Maharashtra,19.076,72.8777
C571,2021-12-19 02:56:56.788485,2022-03-03 02:56:56.788485,2,92,272.51,25070.92,1253,46.0,0.21,0.83,Furniture,Online,Delhi,Delhi,28.6139,77.209
C572,2020-12-26 02:56:56.788485,2021-12-04 02:56:56.788485,11,99,1648.7,163221.3,8161,9.0,0.08,0.68,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C573,2022-03-20 02:56:56.788485,2022-10-14 02:56:56.788485,7,63,864.18,54443.34,2722,9.0,0.17,0.51,Electronics,Retail,Hyderabad,Telangana,17.385,78.4867
C574,2023-04-30 02:56:56.788485,2023-07-12 02:56:56.788485,2,11,1738.31,19121.41,956,5.5,0.04,0.46,Electronics,Online,Chennai,Tamil Nadu,13.0827,80.2707
C575,2023-02-28 02:56:56.788485,2023-12-25 02:56:56.788485,10,31,1643.97,50963.07,2548,3.1,0.17,0.64,Clothing,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C576,2024-03-07 02:56:56.788485,2024-06-22 02:56:56.788485,4,49,827.77,40560.73,2028,12.25,0.23,0.68,Clothing,Retail,Pune,Maharashtra,18.5204,73.8567
C577,2021-05-16 02:56:56.788485,2022-05-06 02:56:56.788485,12,94,1448.98,136204.12,6810,7.83,0.16,0.56,Furniture,Online,Kolkata,West Bengal,22.5726,88.3639
C578,2022-11-26 02:56:56.788485,2023-06-21 02:56:56.788485,7,87,487.34,42398.58,2119,12.43,0.14,0.62,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
C579,2022-03-06 02:56:56.788485,2022-04-07 02:56:56.788485,1,19,1813.31,34452.89,1722,19.0,0.24,0.1,Food,Online,Lucknow,Uttar Pradesh,26.8467,80.9462
C580,2020-08-31 02:56:56.788485,2021-05-01 02:56:56.788485,8,12,928.08,11136.96,556,1.5,0.16,0.94,Electronics,Retail,Mumbai,Maharashtra,19.076,72.8777
C581,2022-11-30 02:56:56.788485,2023-03-13 02:56:56.788485,3,15,1020.13,15301.95,765,5.0,0.07,0.78,Food,Online,Delhi,Delhi,28.6139,77.209
C582,2021-10-20 02:56:56.788485,2022-01-08 02:56:56.788485,3,31,1470.37,45581.47,2279,10.33,0.08,0.38,Electronics,Retail,Bengaluru,Karnataka,12.9716,77.5946
C583,2023-08-25 02:56:56.788485,2023-11-29 02:56:56.788485,3,43,1677.51,72132.93,3606,14.33,0.18,0.56,Furniture,Online,Hyderabad,Telangana,17.385,78.4867
C584,2021-07-18 02:56:56.788485,2022-07-14 02:56:56.788485,12,37,625.42,23140.54,1157,3.08,0.19,0.06,Food,Online,Chennai,Tamil Nadu,13.0827,80.2707
C585,2023-04-24 02:56:56.788485,2023-08-24 02:56:56.788485,4,79,1390.43,109843.97,5492,19.75,0.08,0.05,Food,Retail,Ahmedabad,Gujarat,23.0225,72.5714
C586,2022-04-18 02:56:56.788485,2022-11-09 02:56:56.788485,7,29,905.6,26262.4,1313,4.14,0.09,0.26,Electronics,Online,Pune,Maharashtra,18.5204,73.8567
C587,2021-04-13 02:56:56.788485,2021-10-04 02:56:56.788485,6,26,863.67,22455.42,1122,4.33,0.25,0.69,Furniture,Online,Kolkata,West Bengal,22.5726,88.3639
C588,2022-08-06 02:56:56.788485,2022-09-11 02:56:56.788485,1,2,1442.05,2884.1,144,2.0,0.03,0.85,Food,Retail,Jaipur,Rajasthan,26.9124,75.7873
